Crash Severity Description,Reportnumber,Agencyname,CollisionImpact Description,Crash County Description,FunctionalClass Description,ImpairedCrash,Large Vehicle Involved,OffRoad,RoadName,Route Number,RouteType Description,Unrestrained Occupants,Crashdate,Work Zone Crash,Latitude,Longitude,CrashYear,Crashtime,Crashhour
Injury Crashes,DA41920084,Prince George's County Police,Single Vehicle,Prince George's,,No,Yes,Yes,,,,No,3/18/2025,No,38.871416877,-76.800904418,2025,13:05,13
Property Damage Crashes,AE6296006D,Baltimore County Police Department,Rear To Rear,Baltimore County,,No,Yes,Yes,,,,No,3/27/2025,No,39.410475994,-76.616991271,2025,19:09,19
Property Damage Crashes,ADK901002H,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,KEY HWY (NB/L),36.0,MUNICIPAL ROAD,No,1/17/2025,No,39.280784718,-76.606716589,2025,08:53,8
Property Damage Crashes,MSP7879001N,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,NO NAME (SB/L),95.0,INTERSTATE ROUTE,No,2/24/2025,No,39.227142578,-76.716422546,2025,17:07,17
Property Damage Crashes,MSP77870058,Maryland State Police,Front to Rear,Prince George's,Principal Arterial – Other Freeways and Expressways,No,Yes,No,JOHN HANSON HWY (WB/L),50.0,UNITED STATE ROUTE,No,3/4/2025,No,38.92508466,-76.902708924,2025,11:00,11
Property Damage Crashes,DA3095002Y,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,JASMINE TERR,2076.0,COUNTY ROAD,No,3/17/2025,No,38.986001581,-76.978309756,2025,18:20,18
Property Damage Crashes,DA4411000H,Prince George's County Police,Front to Rear,Prince George's,Local,No,Yes,No,FALLS LAKE DR,5822.0,COUNTY ROAD,Yes,3/10/2025,No,38.903928226,-76.830555375,2025,15:00,15
Property Damage Crashes,AC2609001Z,Anne Arundel County Police,Front to Rear,Anne Arundel,Minor Arterial,No,Yes,No,VETERANS HWY,5461.0,COUNTY ROAD,No,3/11/2025,No,39.122272835,-76.63782319,2025,09:10,9
Property Damage Crashes,AC2572004Q,Anne Arundel County Police,"Sideswipe, Opposite Direction",Anne Arundel,Local,No,Yes,No,PIONEER DR,1008.0,COUNTY ROAD,No,3/14/2025,No,39.120815281,-76.708963706,2025,15:19,15
Property Damage Crashes,AC26370003,Anne Arundel County Police,Front to Rear,Anne Arundel,Principal Arterial – Other,No,Yes,No,ROBERT CRAIN HWY,3.0,MARYLAND ROUTE,No,3/24/2025,No,39.052453034,-76.659757015,2025,15:01,15
Property Damage Crashes,BSPDA240002S,Baltimore City School Police,"Sideswipe, Same Direction",Baltimore City,Local,No,Yes,No,BRENDAN AV,3106.0,MUNICIPAL ROAD,No,3/19/2025,No,39.324718182,-76.573575123,2025,08:58,8
Property Damage Crashes,MSP78790018,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (OUTER LOOP),695.0,INTERSTATE ROUTE,No,2/13/2025,No,39.248826833,-76.678043433,2025,06:24,6
Injury Crashes,MTA05000004,Maryland Transit Administration,Single Vehicle,Baltimore City,Minor Arterial,No,Yes,No,W SARATOGA ST (EB/L),1695.0,MUNICIPAL ROAD,Yes,2/10/2025,No,39.292762863,-76.62540937,2025,17:34,17
Property Damage Crashes,ADF8800068,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Local,No,Yes,No,E HEATH ST,7724.0,MUNICIPAL ROAD,No,1/8/2025,No,39.270940904,-76.603585571,2025,08:48,8
Property Damage Crashes,MSP686500SY,Maryland State Police,"Sideswipe, Same Direction",Anne Arundel,Minor Arterial,No,Yes,No,AVIATION BLVD (SB/L),162.0,MARYLAND ROUTE,No,2/20/2025,No,39.164818005,-76.646581148,2025,14:30,14
Injury Crashes,MSP7765005J,Maryland State Police,Front to Rear,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,1/15/2025,No,38.819783833,-76.921167,2025,17:46,17
Property Damage Crashes,AC2519005R,Anne Arundel County Police,Front to Rear,Anne Arundel,,No,Yes,Yes,,,,No,1/15/2025,No,39.146774351,-76.638167356,2025,06:50,6
Property Damage Crashes,AE6135009F,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Local,No,Yes,No,FOURTH AVE,3226.0,COUNTY ROAD,No,3/24/2025,No,39.242392546,-76.66233321,2025,15:45,15
Property Damage Crashes,DA419600D7,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,2/24/2025,No,38.819318353,-76.927754715,2025,16:29,16
Property Damage Crashes,CB6432000W,Howard County Police,Angle,Howard,Principal Arterial – Other Freeways and Expressways,No,Yes,No,PATUXENT PKWY,32.0,MARYLAND ROUTE,No,1/23/2025,No,39.17857524,-76.864954402,2025,15:41,15
Property Damage Crashes,AC2171009J,Anne Arundel County Police,Rear To Side,Anne Arundel,Minor Arterial,No,Yes,No,MOUNTAIN RD,177.0,MARYLAND ROUTE,No,3/24/2025,No,39.127595273,-76.540724954,2025,14:35,14
Property Damage Crashes,ADL011000M,Baltimore City Police Department,Rear To Side,Baltimore City,,No,Yes,No,,931.0,PRIVATE ROAD,Yes,2/18/2025,No,39.271391602,-76.61851665,2025,08:03,8
Property Damage Crashes,MDTA1717000W,Maryland Transportation Authority Police,Front to Rear,Anne Arundel,,No,Yes,Yes,,,,No,3/3/2025,No,39.191975922,-76.658511838,2025,18:12,18
Property Damage Crashes,CE4573003W,Laurel Police Department,Front to Rear,Prince George's,Principal Arterial – Other,No,Yes,No,WASHINGTON BLVD (SB/L),1.0,UNITED STATE ROUTE,Yes,3/12/2025,No,39.103365982,-76.84434031,2025,15:17,15
Property Damage Crashes,ADK416001H,Baltimore City Police Department,Rear To Side,Baltimore City,Local,No,Yes,No,JEFFERSON ST,4921.0,MUNICIPAL ROAD,No,1/28/2025,No,39.29719014,-76.5710733,2025,20:12,20
Property Damage Crashes,AE64140078,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Local,Yes,Yes,No,MILL RUN CIR,6463.0,OTHER PUBLIC ROAD,No,3/18/2025,No,39.407822404,-76.788022067,2025,00:09,0
Property Damage Crashes,AE6830000K,Baltimore County Police Department,Front to Front,Baltimore County,Principal Arterial – Other,No,Yes,No,EASTERN AVE (WB/L),150.0,MARYLAND ROUTE,No,2/4/2025,No,39.288334508,-76.528840669,2025,16:57,16
Property Damage Crashes,MSP736800HV,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,J F K MEMORIAL HWY (SB/L),95.0,INTERSTATE ROUTE,No,2/5/2025,No,39.380671,-76.448124667,2025,22:37,22
Property Damage Crashes,MSP7247005R,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,J F K MEMORIAL HWY (SB/L),95.0,INTERSTATE ROUTE,No,2/1/2025,No,39.387095594,-76.440934361,2025,11:42,11
Injury Crashes,MSP693600X7,Maryland State Police,Front to Rear,Howard,,Yes,Yes,No,BALTO NATIONAL PIKE,40.0,UNITED STATE ROUTE,No,2/12/2025,No,39.322291667,-77.004248333,2025,03:38,3
Property Damage Crashes,ADK973001L,Baltimore City Police Department,Unknown,Baltimore City,,No,Yes,No,,908.0,MUNICIPAL ROAD,Yes,1/9/2025,No,39.260460369,-76.54054533,2025,12:00,12
Injury Crashes,ADK9890010,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,LIGHT ST (SB/L),2.0,MARYLAND ROUTE,Yes,2/8/2025,No,39.287826722,-76.613642432,2025,16:10,16
Property Damage Crashes,DA411200CN,Prince George's County Police,Front to Rear,Prince George's,,No,Yes,No,MARLBORO PIKE (NB/L),3074.0,COUNTY ROAD,Yes,2/24/2025,No,38.864288799,-76.914827129,2025,09:15,9
Property Damage Crashes,CP0167000H,Mount Rainier Police Department,"Sideswipe, Same Direction",Prince George's,,No,Yes,No,,894.0,CROSSOVER,No,3/17/2025,No,38.93659378,-76.96066377,2025,10:46,10
Property Damage Crashes,DA309400BY,Prince George's County Police,Single Vehicle,Prince George's,Major Collector,No,Yes,No,WOODYARD RD (SB/L),223.0,MARYLAND ROUTE,No,3/28/2025,No,38.815219562,-76.82503398,2025,14:30,14
Property Damage Crashes,AZ1747000M,Cheverly Police Department,"Sideswipe, Same Direction",Prince George's,,No,Yes,No,,385.0,SPUR,No,2/18/2025,No,38.916339068,-76.914783755,2025,07:00,7
Property Damage Crashes,AE442401JN,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Minor Arterial,No,Yes,No,WINANDS RD,2200.0,COUNTY ROAD,No,3/26/2025,No,39.382957391,-76.795117327,2025,11:12,11
Property Damage Crashes,ADK609003Y,Baltimore City Police Department,Front to Rear,Baltimore City,Local,No,Yes,No,PARKTON ST,5557.0,MUNICIPAL ROAD,No,2/11/2025,No,39.278719017,-76.693757194,2025,19:08,19
Property Damage Crashes,AE6560005B,Baltimore County Police Department,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,PULASKI HWY (WB/L),40.0,UNITED STATE ROUTE,No,2/17/2025,No,39.331717667,-76.489014492,2025,11:30,11
Injury Crashes,DA4380002T,Prince George's County Police,Front to Front,Prince George's,Local,No,Yes,No,LIVINGSTON RD,4524.0,COUNTY ROAD,No,2/20/2025,No,38.745708212,-77.000759518,2025,18:52,18
Injury Crashes,MTA02840024,Maryland Transit Administration,Angle,Anne Arundel,Local,No,Yes,No,CORPORATE BLVD,5484.0,COUNTY ROAD,No,1/21/2025,No,39.209440146,-76.676682291,2025,10:56,10
Injury Crashes,DA4415000H,Prince George's County Police,Front to Rear,Prince George's,Principal Arterial – Other,No,Yes,No,KENILWORTH AVE,201.0,MARYLAND ROUTE,Yes,3/11/2025,No,38.942794636,-76.933920293,2025,09:15,9
Property Damage Crashes,DA3452001J,Prince George's County Police,Angle,Prince George's,,No,Yes,Yes,,,,No,3/8/2025,No,39.094066277,-76.868224268,2025,20:00,20
Injury Crashes,MTA0378003H,Maryland Transit Administration,Other,Baltimore County,,No,Yes,Yes,,,,No,1/15/2025,No,39.246617629,-76.719389538,2025,10:00,10
Injury Crashes,AC2176006L,Anne Arundel County Police,Front to Rear,Anne Arundel,Minor Collector,No,Yes,No,RUSSETT GREEN W,5584.0,COUNTY ROAD,No,3/15/2025,No,39.098902801,-76.81069305,2025,11:01,11
Property Damage Crashes,AM03380020,Bladensburg Police Department,Front to Front,Prince George's,,No,Yes,No,,2548.0,PRIVATE ROAD,No,1/30/2025,No,38.93956845,-76.930425068,2025,08:30,8
Property Damage Crashes,ADK896001R,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,E PLEASANT ST,1740.0,MUNICIPAL ROAD,No,3/13/2025,No,39.293712421,-76.610828902,2025,19:10,19
Injury Crashes,ADK5370043,Baltimore City Police Department,Rear To Side,Baltimore City,Principal Arterial – Other,No,Yes,No,EDISON HWY,2940.0,MUNICIPAL ROAD,No,1/9/2025,No,39.302523404,-76.572815568,2025,12:57,12
Property Damage Crashes,AE6595001X,Baltimore County Police Department,Other,Baltimore County,,No,Yes,Yes,,,,No,1/3/2025,No,39.282924044,-76.751386853,2025,21:48,21
Property Damage Crashes,AE68440016,Baltimore County Police Department,Front to Front,Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (INNER LOOP),695.0,INTERSTATE ROUTE,No,3/27/2025,No,39.236520554,-76.667684734,2025,06:15,6
Injury Crashes,AE59410074,Baltimore County Police Department,Front to Rear,Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (INNER LOOP),695.0,INTERSTATE ROUTE,No,1/9/2025,No,39.302394402,-76.74335763,2025,15:04,15
Property Damage Crashes,ADJ8440052,Baltimore City Police Department,Single Vehicle,Baltimore City,,No,Yes,Yes,,,,No,1/9/2025,No,39.29100666,-76.586608407,2025,10:30,10
Property Damage Crashes,DA3520003H,Prince George's County Police,Angle,Prince George's,Principal Arterial – Other,No,Yes,No,PENNSYLVANIA AVE (SB/L),4.0,MARYLAND ROUTE,No,1/13/2025,No,38.853198166,-76.910253273,2025,14:04,14
Property Damage Crashes,DA4349003S,Prince George's County Police,Single Vehicle,Prince George's,Major Collector,No,Yes,No,23RD PKWY (SB/L),1084.0,COUNTY ROAD,No,3/2/2025,No,38.829082049,-76.95652576,2025,08:00,8
Property Damage Crashes,AE68000025,Baltimore County Police Department,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,PULASKI HWY,40.0,UNITED STATE ROUTE,No,3/28/2025,No,39.396130833,-76.406655983,2025,07:39,7
Property Damage Crashes,AB7065000Z,Annapolis Police Department,Front to Front,Anne Arundel,Local,No,Yes,No,OLD SOLOMONS ISLAND RD,393.0,MARYLAND ROUTE,No,2/24/2025,No,38.982378731,-76.533097643,2025,14:35,14
Injury Crashes,MSP686500T2,Maryland State Police,"Sideswipe, Same Direction",Anne Arundel,Interstate,No,Yes,No,BALTO BELTWAY (OUTER LOOP),695.0,INTERSTATE ROUTE,No,3/6/2025,No,39.212611667,-76.652776667,2025,15:17,15
Injury Crashes,DA4350002W,Prince George's County Police,Angle,Prince George's,,No,Yes,No,OLD BARNABY RD,1506.0,LOCAL ROAD,No,2/26/2025,No,38.819688,-76.958182667,2025,14:06,14
Injury Crashes,ADE744001H,Baltimore City Police Department,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,REISTERSTOWN RD (SB/L),140.0,MARYLAND ROUTE,No,3/22/2025,No,39.342964105,-76.683581764,2025,16:00,16
Property Damage Crashes,AC2370007T,Anne Arundel County Police,Single Vehicle,Anne Arundel,Principal Arterial – Other,No,Yes,No,DEFENSE HWY (WB/L),450.0,MARYLAND ROUTE,No,1/6/2025,No,38.987102233,-76.570640517,2025,09:06,9
Property Damage Crashes,MSP7688001F,Maryland State Police,Single Vehicle,Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (INNER LOOP),695.0,INTERSTATE ROUTE,No,2/3/2025,No,39.419619862,-76.639317318,2025,18:03,18
Property Damage Crashes,DA3707004M,Prince George's County Police,Single Vehicle,Prince George's,Local,No,Yes,No,PINE RD,242.0,OTHER PUBLIC ROAD,Yes,2/10/2025,No,38.9862805,-76.7771789,2025,16:01,16
Property Damage Crashes,AE591500CG,Baltimore County Police Department,Other,Baltimore County,Local,No,Yes,No,MILFORD INDUSTRIAL RD,1811.0,COUNTY ROAD,No,1/19/2025,No,39.360445212,-76.719218368,2025,02:30,2
Injury Crashes,MTA0413000V,Maryland Transit Administration,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,LIBERTY RD,26.0,MARYLAND ROUTE,No,2/27/2025,No,39.381400083,-76.823270733,2025,22:50,22
Property Damage Crashes,ADK096003R,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,,No,Yes,No,,502.0,PRIVATE ROAD,No,2/27/2025,No,39.206554977,-76.559453753,2025,12:17,12
Property Damage Crashes,AE5670004Q,Baltimore County Police Department,Angle,Baltimore County,Minor Arterial,No,Yes,No,PHILADELPHIA RD,7.0,MARYLAND ROUTE,No,3/5/2025,No,39.337115929,-76.490228465,2025,18:44,18
Property Damage Crashes,ADI4520071,Baltimore City Police Department,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,REISTERSTOWN RD,140.0,MARYLAND ROUTE,No,3/3/2025,No,39.34311969,-76.683799532,2025,12:28,12
Property Damage Crashes,DA3875008J,Prince George's County Police,Front to Rear,Prince George's,Local,No,Yes,No,WADE AVE,2997.0,COUNTY ROAD,Yes,1/21/2025,No,38.763486335,-76.883957239,2025,10:49,10
Property Damage Crashes,MSP475300MS,Maryland State Police,Front to Rear,Howard,Interstate,No,Yes,No,NO NAME (SB/L),95.0,INTERSTATE ROUTE,No,1/15/2025,No,39.192336033,-76.772233583,2025,17:27,17
Property Damage Crashes,ADK942002X,Baltimore City Police Department,Single Vehicle,Baltimore City,,No,Yes,No,,6694.0,LOCAL ROAD,No,3/6/2025,No,39.285408064,-76.687806572,2025,11:17,11
Property Damage Crashes,BSPDA327000K,Baltimore City School Police,Unknown,Baltimore City,Local,No,Yes,No,HUNTER ST,4883.0,MUNICIPAL ROAD,No,1/31/2025,No,39.303584597,-76.612668266,2025,15:15,15
Property Damage Crashes,MSP7865001S,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,NO NAME,95.0,INTERSTATE ROUTE,No,3/18/2025,No,39.0391932,-76.9369367,2025,09:13,9
Injury Crashes,ADK9420032,Baltimore City Police Department,Front to Front,Baltimore City,Minor Arterial,No,Yes,No,N ATHOL AVE,2290.0,MUNICIPAL ROAD,No,3/17/2025,No,39.287871817,-76.688847807,2025,15:28,15
Injury Crashes,ADK920000K,Baltimore City Police Department,Front to Rear,Baltimore City,Principal Arterial – Other,No,Yes,No,MARTIN LUTHER KING JR BLVD (SB/L),6020.0,MUNICIPAL ROAD,No,3/1/2025,No,39.296852869,-76.62646229,2025,19:40,19
Injury Crashes,MTA03580017,Maryland Transit Administration,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,NORTH AVE,1.0,UNITED STATE ROUTE,Yes,3/1/2025,No,39.31092439,-76.617538167,2025,16:30,16
Injury Crashes,AC26590009,Anne Arundel County Police,Front to Front,Anne Arundel,Minor Arterial,No,Yes,No,DORSEY RD (WB/L),176.0,MARYLAND ROUTE,No,1/16/2025,No,39.165569238,-76.643142901,2025,07:01,7
Fatal Crashes,DA31190033,Prince George's County Police,Single Vehicle,Prince George's,Principal Arterial – Other,No,Yes,No,ST BARNABAS RD,414.0,MARYLAND ROUTE,No,3/5/2025,No,38.824332023,-76.947753914,2025,21:27,21
Property Damage Crashes,AC25840084,Anne Arundel County Police,Single Vehicle,Anne Arundel,Local,No,Yes,No,N SHORE DR,1593.0,COUNTY ROAD,No,3/28/2025,No,39.148143038,-76.551896926,2025,14:15,14
Property Damage Crashes,DA4355002X,Prince George's County Police,Front to Rear,Prince George's,Major Collector,No,Yes,No,CAMPUS WAY SOUTH,4638.0,COUNTY ROAD,No,1/30/2025,No,38.889377891,-76.828284487,2025,09:00,9
Property Damage Crashes,DA43690028,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other,No,Yes,No,ADDISON RD,366.0,COUNTY ROAD,Yes,3/17/2025,Yes,38.867281667,-76.892499211,2025,14:10,14
Property Damage Crashes,MSP658000FQ,Maryland State Police,"Sideswipe, Same Direction",Howard,Interstate,No,Yes,No,NO NAME (SB/L),95.0,INTERSTATE ROUTE,No,1/10/2025,No,39.146940673,-76.842885357,2025,11:47,11
Property Damage Crashes,CB64020029,Howard County Police,"Sideswipe, Same Direction",Howard,Local,No,Yes,No,ATHOL AVE,144.0,COUNTY ROAD,No,2/19/2025,No,39.192337881,-76.736370969,2025,15:46,15
Property Damage Crashes,AE6782001K,Baltimore County Police Department,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,CATON AVE,1.0,UNITED STATE ROUTE,No,2/11/2025,No,39.257373669,-76.664576313,2025,19:15,19
Injury Crashes,ADJ462009Z,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Local,No,Yes,No,S DEAN ST,3450.0,MUNICIPAL ROAD,No,1/14/2025,No,39.29059862,-76.566753371,2025,15:00,15
Injury Crashes,AE408600WB,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Principal Arterial – Other,No,Yes,No,YORK RD,45.0,MARYLAND ROUTE,No,2/7/2025,No,39.407859667,-76.607412333,2025,10:11,10
Property Damage Crashes,BW0193001B,Greenbelt Police Department,Front to Rear,Prince George's,Principal Arterial – Other Freeways and Expressways,No,Yes,No,KENILWORTH AVE,201.0,MARYLAND ROUTE,Yes,2/25/2025,No,38.990638254,-76.905270415,2025,17:30,17
Property Damage Crashes,ADK521003R,Baltimore City Police Department,"Sideswipe, Opposite Direction",Baltimore City,,No,Yes,No,,4472.0,LOCAL ROAD,Yes,2/18/2025,No,39.28803285,-76.659217043,2025,10:30,10
Property Damage Crashes,AC2602002S,Anne Arundel County Police,Single Vehicle,Anne Arundel,Principal Arterial – Other Freeways and Expressways,No,Yes,No,ARUNDEL EXPWY (SB/L),10.0,MARYLAND ROUTE,No,3/24/2025,No,39.123290832,-76.578329233,2025,08:17,8
Property Damage Crashes,DJ01860018,Seat Pleasant Police Department,Front to Rear,Prince George's,Principal Arterial – Other,No,Yes,No,MARTIN LUTHER KING JR HWY (WB/L),704.0,MARYLAND ROUTE,Yes,3/2/2025,No,38.896071906,-76.907253903,2025,09:46,9
Property Damage Crashes,CB5511006P,Howard County Police,"Sideswipe, Opposite Direction",Howard,,No,Yes,Yes,,,,No,1/7/2025,No,39.17494368,-76.867885377,2025,01:09,1
Injury Crashes,MTA0455000P,Maryland Transit Administration,Single Vehicle,Baltimore City,Principal Arterial – Other,No,Yes,No,N CHARLES ST,139.0,MARYLAND ROUTE,No,2/6/2025,No,39.344540243,-76.622154598,2025,19:35,19
Property Damage Crashes,MSP5301008T,Maryland State Police,Single Vehicle,Anne Arundel,Interstate,No,Yes,No,RAMP 1 FR IS 97 NB TO MD 100 WB,97.0,RAMP,No,1/8/2025,No,39.148261173,-76.644800884,2025,12:37,12
Property Damage Crashes,AC211200CX,Anne Arundel County Police,Rear To Rear,Anne Arundel,,No,Yes,No,ROBERTS CT,1887.0,LOCAL ROAD,No,1/3/2025,No,39.19515075,-76.61759795,2025,09:05,9
Property Damage Crashes,ADK900000N,Baltimore City Police Department,Front to Front,Baltimore City,Principal Arterial – Other,No,Yes,No,W NORTH AVE (EB/L),2210.0,MUNICIPAL ROAD,No,3/30/2025,No,39.309803005,-76.6480281,2025,01:00,1
Property Damage Crashes,MSP735900JG,Maryland State Police,Other,Baltimore County,Interstate,No,Yes,No,J F K MEMORIAL HWY (SB/L),95.0,INTERSTATE ROUTE,Yes,3/6/2025,No,39.42637,-76.391549,2025,05:50,5
Property Damage Crashes,AE6504004C,Baltimore County Police Department,Angle,Baltimore County,Minor Collector,No,Yes,No,KINGSTON RD,4582.0,COUNTY ROAD,No,3/10/2025,No,39.3289163,-76.440644601,2025,11:04,11
Property Damage Crashes,ADK244004W,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Minor Arterial,No,Yes,No,LIBERTY ST,1712.0,MUNICIPAL ROAD,Yes,3/25/2025,No,39.292864227,-76.616676658,2025,11:49,11
